Title,Note,URL,Tags,Comment
,,,,
Kemistry Nightclub,,https://www.google.com/maps/place/Kemistry+Nightclub/data=!4m2!3m1!1s0x88d9016efe4b6269:0x4b284d90fd086173,,
Lucky's Tavern,,https://www.google.com/maps/place/Lucky's+Tavern/data=!4m2!3m1!1s0x88d900f91aee7677:0x4b5dcbdbe388c0e0,,
